City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Sur,OM,2021-11-24 18:54:59,22.5667,59.5289,79.11,35,0,5.61
381,Reitz,ZA,2021-11-24 18:55:00,-27.8014,28.4273,50.45,75,100,14.97
382,Ostrovnoy,RU,2021-11-24 18:55:00,68.0531,39.5131,27.77,54,100,20.07
383,Tripoli,LY,2021-11-24 18:55:01,32.8752,13.1875,70.34,65,100,2.44
384,Ribas Do Rio Pardo,BR,2021-11-24 18:55:01,-20.4431,-53.7592,93.33,37,100,7.74
385,Fairbanks,US,2021-11-24 18:53:53,64.8378,-147.7164,-9.4,74,20,3.44
386,Tiarei,PF,2021-11-24 18:55:02,-17.5333,-149.3333,84.22,76,60,5.79
387,Lamesa,US,2021-11-24 18:55:02,32.7376,-101.951,71.53,25,100,18.52
388,Carandai,BR,2021-11-24 18:55:02,-20.9536,-43.8064,80.64,60,100,6.46
389,Bull Savanna,JM,2021-11-24 18:55:03,17.8868,-77.5902,81.9,60,100,7.2
390,Bundaberg,AU,2021-11-24 18:55:03,-24.85,152.35,77.22,91,40,1.99
391,Paracuru,BR,2021-11-24 18:55:03,-3.41,-39.0306,86.02,64,53,15.73
392,Sandakan,MY,2021-11-24 18:50:43,5.8402,118.1179,78.48,94,20,5.99
393,Acari,PE,2021-11-24 18:55:04,-15.4311,-74.6158,73.85,63,100,8.03
394,San Ramon,US,2021-11-24 18:55:04,37.7799,-121.978,63.84,37,5,1.99
395,Changchun,CN,2021-11-24 18:55:05,43.88,125.3228,6.76,94,11,5.5
396,Sabya,SA,2021-11-24 18:55:05,17.1495,42.6254,83.82,67,2,5.59
397,Sao Miguel Do Araguaia,BR,2021-11-24 18:54:04,-13.275,-50.1628,85.53,66,100,2.82
398,Upata,VE,2021-11-24 18:55:06,8.0086,-62.3989,88.2,59,100,5.64
399,Santa Cruz Do Capibaribe,BR,2021-11-24 18:55:06,-7.9575,-36.2047,94.66,20,12,5.66
400,Sept-Iles,CA,2021-11-24 18:55:07,50.2001,-66.3821,37.92,56,20,8.01
401,Great Falls,US,2021-11-24 18:55:07,47.5002,-111.3008,31.66,90,90,3.0
402,Nelson Bay,AU,2021-11-24 18:55:08,-32.7167,152.15,70.0,95,100,1.99
403,Naze,JP,2021-11-24 18:55:09,28.3667,129.4833,57.56,64,6,4.68
404,Ayan,RU,2021-11-24 18:55:09,56.45,138.1667,27.46,94,100,21.34
405,Pak Phanang,TH,2021-11-24 18:55:10,8.3511,100.202,80.08,88,100,5.37
406,Linhares,BR,2021-11-24 18:55:10,-19.3911,-40.0722,80.19,70,100,7.78
407,Aviles,ES,2021-11-24 18:55:11,43.5547,-5.9248,53.76,78,75,11.99
408,Emerald,AU,2021-11-24 18:50:21,-23.5333,148.1667,71.74,85,90,5.75
409,Axim,GH,2021-11-24 18:55:11,4.8699,-2.2405,80.71,83,34,6.26
410,Arlit,NE,2021-11-24 18:55:11,18.7369,7.3853,82.74,13,1,7.45
411,Ballina,AU,2021-11-24 18:55:12,-28.8667,153.5667,69.98,100,75,5.75
412,Bireun,ID,2021-11-24 18:55:12,5.203,96.7009,77.0,86,100,7.25
413,Krasnoselkup,RU,2021-11-24 18:55:13,65.7,82.4667,8.15,94,100,11.07
414,Chinsali,ZM,2021-11-24 18:55:13,-10.5414,32.0816,76.91,41,88,4.25
415,Xuddur,SO,2021-11-24 18:55:14,4.1213,43.8894,79.12,36,20,6.49
416,Muros,ES,2021-11-24 18:55:14,42.7762,-9.0603,55.83,74,30,12.15
417,Alyangula,AU,2021-11-24 18:56:14,-13.8483,136.4192,84.07,70,100,6.91
418,Vila Velha,BR,2021-11-24 18:56:15,-20.3297,-40.2925,78.75,83,40,13.0
419,Lerwick,GB,2021-11-24 18:56:15,60.1545,-1.1494,44.6,74,100,28.7
420,Kiama,AU,2021-11-24 18:56:16,-34.6833,150.8667,69.39,92,100,8.01
421,Bandarbeyla,SO,2021-11-24 18:56:16,9.4942,50.8122,80.96,62,69,16.33
422,Umm Kaddadah,SD,2021-11-24 18:56:16,13.6017,26.6876,70.75,14,1,12.17
423,Elmira,US,2021-11-24 18:56:17,42.0898,-76.8077,46.4,57,63,5.86
424,Montorio Al Vomano,IT,2021-11-24 18:56:17,42.5831,13.6383,53.96,94,76,2.26
425,Hualmay,PE,2021-11-24 18:56:18,-11.0964,-77.6139,70.88,72,78,10.45
426,Parkes,AU,2021-11-24 18:56:18,-33.1333,148.1833,68.36,88,100,7.0
427,Rio Branco,BR,2021-11-24 18:56:19,-9.9747,-67.81,86.61,74,75,2.3
428,Chuhar Kana,PK,2021-11-24 18:56:19,31.75,73.8,59.11,28,0,6.93
429,Seymchan,RU,2021-11-24 18:56:20,62.8833,152.4333,-25.47,98,100,1.3
430,Silver City,US,2021-11-24 18:56:20,32.7701,-108.2803,56.3,57,75,8.01
431,Mirnyy,RU,2021-11-24 18:56:20,62.5353,113.9611,-15.9,100,100,3.31
432,Bonanza,NI,2021-11-24 18:56:21,14.0289,-84.591,82.99,52,99,6.8
433,Kyabe,TD,2021-11-24 18:56:21,9.4515,18.9449,80.71,23,0,3.13
434,Xam Nua,LA,2021-11-24 18:56:21,20.4197,104.0439,51.8,92,84,1.01
435,Waipawa,NZ,2021-11-24 18:56:22,-41.4122,175.5153,55.92,67,93,5.17
436,Okhotsk,RU,2021-11-24 18:56:22,59.3833,143.3,7.83,73,70,13.4
437,Suzhou,CN,2021-11-24 18:54:36,31.3114,120.6181,47.89,59,1,4.7
438,Paamiut,GL,2021-11-24 18:56:23,61.994,-49.6678,35.87,98,100,26.73
439,Aitape,PG,2021-11-24 18:56:23,-3.1374,142.3475,77.23,85,100,5.21
440,Vila Franca Do Campo,PT,2021-11-24 18:56:23,37.7167,-25.4333,65.19,75,100,21.3
441,Toamasina,MG,2021-11-24 18:56:24,-18.1667,49.3833,78.8,78,20,6.91
442,Tautira,PF,2021-11-24 18:56:24,-17.7333,-149.15,84.22,77,31,8.61
443,Ixtapa,MX,2021-11-24 18:52:19,20.7,-105.2,83.23,69,23,5.99
444,General Roca,AR,2021-11-24 18:56:25,-39.0333,-67.5833,90.0,15,100,5.57
445,Whitehorse,CA,2021-11-24 18:56:25,60.7161,-135.0538,12.97,78,75,5.01
446,Severo-Yeniseyskiy,RU,2021-11-24 18:56:25,60.3725,93.0408,15.26,90,100,8.25
447,Phuthaditjhaba,ZA,2021-11-24 18:56:26,-28.5242,28.8158,48.0,86,100,5.39
448,Great Yarmouth,GB,2021-11-24 18:56:26,52.6083,1.7305,44.24,80,100,6.46
449,Dicabisagan,PH,2021-11-24 18:56:27,17.0818,122.4157,76.87,89,59,3.33
450,Ukiah,US,2021-11-24 18:56:27,39.1502,-123.2078,69.04,41,1,1.07
451,Tessalit,ML,2021-11-24 18:56:27,20.1986,1.0114,79.84,27,12,9.73
452,Antalaha,MG,2021-11-24 18:56:28,-14.9003,50.2788,73.56,83,14,4.74
453,Kudahuvadhoo,MV,2021-11-24 18:56:28,2.6708,72.8944,81.72,71,100,18.1
454,Jalu,LY,2021-11-24 18:56:29,29.0331,21.5482,70.18,30,0,6.33
455,Ponorogo,ID,2021-11-24 18:56:29,-7.8685,111.462,76.06,90,99,2.86
456,Paita,PE,2021-11-24 18:56:29,-5.0892,-81.1144,79.36,72,92,14.12
457,Zhaotong,CN,2021-11-24 18:56:30,27.3167,103.7167,39.16,93,19,3.27
458,Abatskoye,RU,2021-11-24 18:56:30,56.2875,70.4555,-0.31,99,62,5.82
459,Maumere,ID,2021-11-24 18:56:30,-8.6199,122.2111,81.09,75,98,3.8
460,Pemba,MZ,2021-11-24 18:56:31,-12.974,40.5178,81.14,78,15,15.86
461,Komsomolskiy,UZ,2021-11-24 18:56:31,40.4272,71.7189,45.82,56,3,0.0
462,Port Hedland,AU,2021-11-24 18:56:32,-20.3167,118.5667,78.85,57,100,5.75
463,Kropotkin,RU,2021-11-24 18:56:32,45.4375,40.5756,34.36,75,39,3.4
464,Kolyvan,RU,2021-11-24 18:56:32,55.3053,82.7391,23.05,96,100,5.28
465,Neiafu,TO,2021-11-24 18:57:33,-18.65,-173.9833,79.48,83,40,3.44
466,Luderitz,NA,2021-11-24 18:57:33,-26.6481,15.1594,63.19,76,0,15.59
467,Tosya,TR,2021-11-24 18:57:34,41.0155,34.0401,40.14,95,100,5.55
468,Zuwarah,LY,2021-11-24 18:57:34,32.9312,12.082,68.36,63,100,3.04
469,Kunszentmarton,HU,2021-11-24 18:57:34,46.8392,20.2888,34.12,65,0,5.01
470,Santa Fe,AR,2021-11-24 18:54:47,-31.6333,-60.7,97.0,27,0,8.01
471,Razdolinsk,RU,2021-11-24 18:57:35,58.4211,94.6658,17.53,94,100,9.1
472,Seminole,US,2021-11-24 18:57:35,28.7086,-81.2081,72.99,61,99,1.01
473,Buraydah,SA,2021-11-24 18:57:36,26.326,43.975,66.65,40,0,11.54
474,Guantanamo,CU,2021-11-24 18:57:36,20.1444,-75.2092,82.36,65,67,6.29
475,Pauini,BR,2021-11-24 18:57:37,-7.7136,-66.9764,83.75,80,100,2.46
476,Plateros,MX,2021-11-24 18:57:37,23.2167,-102.85,66.61,33,38,13.56
477,Tabatinga,BR,2021-11-24 18:57:37,-4.2525,-69.9381,80.69,83,40,5.75
478,Kalmunai,LK,2021-11-24 18:57:38,7.4167,81.8167,77.5,88,100,2.95
479,Victor Harbor,AU,2021-11-24 18:57:38,-35.5667,138.6167,64.8,90,99,3.0
480,Nhulunbuy,AU,2021-11-24 18:57:39,-12.2333,136.7667,79.41,89,99,4.61
481,Guane,CU,2021-11-24 18:57:39,22.2025,-84.0875,79.97,45,0,8.19
482,Montepuez,MZ,2021-11-24 18:57:40,-13.1256,38.9997,77.23,66,17,9.53
483,Nome,US,2021-11-24 18:57:11,64.5011,-165.4064,-8.79,99,5,6.24
484,Cairns,AU,2021-11-24 18:55:15,-16.9167,145.7667,79.07,90,90,8.05
485,Ila,NO,2021-11-24 18:57:40,63.4305,10.3705,41.95,90,100,8.1
486,Brae,GB,2021-11-24 18:57:41,60.3964,-1.353,44.51,74,100,27.4
487,Ustka,PL,2021-11-24 18:57:41,54.5805,16.8619,45.23,91,100,15.73
488,Teacapan,MX,2021-11-24 18:57:42,22.55,-105.75,82.35,54,11,9.33
489,Pontianak,ID,2021-11-24 18:57:42,-0.0333,109.3333,75.18,94,75,0.0
490,Oktyabrskoye,RU,2021-11-24 18:57:42,43.0645,44.7417,30.34,100,100,4.47
491,Lata,PT,2021-11-24 18:57:44,40.1629,-8.3327,52.92,88,5,4.54
492,Xining,CN,2021-11-24 18:55:41,36.6167,101.7667,28.62,33,0,2.3
493,Barra Patuca,HN,2021-11-24 18:57:44,15.8,-84.2833,81.3,70,100,12.8
494,Kabwe,ZM,2021-11-24 18:54:15,-14.4469,28.4464,66.43,89,100,5.5
495,Monte Patria,CL,2021-11-24 18:55:53,-30.6919,-70.9467,80.62,24,0,10.6
496,Gorontalo,ID,2021-11-24 18:57:45,0.5412,123.0595,76.08,93,100,2.21
497,Tigil,RU,2021-11-24 18:57:45,57.8,158.6667,7.25,90,9,3.98
498,Atherton,GB,2021-11-24 18:57:46,53.5237,-2.4935,45.95,81,100,1.01
499,Jijiga,ET,2021-11-24 18:57:46,9.35,42.8,62.83,50,5,9.44
500,Ndele,CF,2021-11-24 18:57:47,8.4109,20.6473,78.12,24,4,3.98
501,Nassau,US,2021-11-24 18:57:47,40.7507,-73.5829,46.74,38,0,3.0
502,Jiblah,YE,2021-11-24 18:57:47,13.9216,44.1467,61.3,72,14,1.12
503,Torbay,CA,2021-11-24 18:57:48,47.6666,-52.7314,51.28,98,90,17.27
504,Jutai,BR,2021-11-24 18:57:48,-5.1833,-68.9,80.01,90,100,2.68
505,Cidreira,BR,2021-11-24 18:57:49,-30.1811,-50.2056,70.38,61,0,15.37
506,Coihaique,CL,2021-11-24 18:57:49,-45.5752,-72.0662,66.81,51,75,9.22
507,Trincomalee,LK,2021-11-24 18:57:49,8.5711,81.2335,80.4,81,98,6.4
508,Novobelokatay,RU,2021-11-24 18:57:50,55.7062,58.9549,7.97,95,100,9.17
509,Khorramshahr,IR,2021-11-24 18:57:50,30.4397,48.1664,60.76,55,0,2.3
510,Polovinnoye,RU,2021-11-24 18:57:51,54.7914,65.9864,6.31,96,19,6.64
511,Sinnamary,GF,2021-11-24 18:58:51,5.3833,-52.95,83.14,76,72,7.78
512,San Patricio,US,2021-11-24 18:58:51,28.017,-97.5169,82.49,64,100,19.46
513,Rabak,SD,2021-11-24 18:58:52,13.1809,32.74,81.14,18,0,10.29
514,Conceicao Da Barra,BR,2021-11-24 18:58:52,-18.5933,-39.7322,79.9,72,100,8.05
515,Daugavpils,LV,2021-11-24 18:58:53,55.8833,26.5333,38.34,86,100,8.37
516,Oistins,BB,2021-11-24 18:58:53,13.0667,-59.5333,86.09,70,75,14.97
517,Hovd,MN,2021-11-24 18:58:54,48.0056,91.6419,27.25,53,7,8.84
518,Eureka,US,2021-11-24 18:58:54,40.8021,-124.1637,56.19,77,77,6.02
519,Husavik,IS,2021-11-24 18:58:54,66.0449,-17.3389,22.91,85,100,8.39
520,Tanout,NE,2021-11-24 18:58:55,14.9709,8.8879,83.86,13,3,10.69
521,Auki,SB,2021-11-24 18:58:55,-8.7676,160.7034,76.98,87,63,5.01
522,Nerchinskiy Zavod,RU,2021-11-24 18:58:55,51.3088,119.61,-4.61,94,42,2.26
523,Smithers,CA,2021-11-24 18:58:56,54.7804,-127.1743,32.32,93,90,8.05
524,Makakilo City,US,2021-11-24 18:58:56,21.3469,-158.0858,79.29,71,0,4.94
525,Freeport,US,2021-11-24 18:54:40,40.6576,-73.5832,47.05,36,0,3.0
526,Bartlesville,US,2021-11-24 18:58:57,36.7473,-95.9808,67.71,68,100,5.99
527,Cabo San Lucas,MX,2021-11-24 18:58:57,22.8909,-109.9124,84.61,55,0,1.01
528,Parkersburg,US,2021-11-24 18:54:00,39.2667,-81.5615,50.47,40,100,4.0
529,Hirara,JP,2021-11-24 18:58:58,24.8,125.2833,70.59,65,86,12.66
530,Mae Ramat,TH,2021-11-24 18:58:58,16.984,98.5166,69.53,92,85,1.88
531,Hamilton,US,2021-11-24 18:57:33,39.1834,-84.5333,54.99,43,100,1.99
532,Bang Saphan,TH,2021-11-24 18:58:58,11.2126,99.5117,76.68,90,76,6.53
533,Aquiraz,BR,2021-11-24 18:58:59,-3.9014,-38.3911,86.09,66,12,12.28
534,Dandong,CN,2021-11-24 18:58:59,40.1292,124.3947,28.83,56,0,5.66
535,Cotonou,BJ,2021-11-24 18:56:54,6.3654,2.4183,84.18,79,20,10.36
536,Darhan,MN,2021-11-24 18:59:00,49.4867,105.9228,9.88,93,16,1.68
537,Malanje,AO,2021-11-24 18:59:00,-9.5402,16.341,65.61,96,100,1.36
538,Takoradi,GH,2021-11-24 18:59:01,4.8845,-1.7554,80.92,84,8,7.36
539,Iguape,BR,2021-11-24 18:59:01,-24.7081,-47.5553,74.52,66,16,9.57
540,Biltine,TD,2021-11-24 18:59:02,14.5333,20.9167,76.98,13,0,10.67
541,Avera,US,2021-11-24 18:59:02,33.194,-82.5271,58.75,20,0,5.86
542,Guerrero Negro,MX,2021-11-24 18:59:02,27.9769,-114.0611,70.16,61,65,9.98
543,Sao Joao Da Barra,BR,2021-11-24 18:59:03,-21.6403,-41.0511,82.49,70,9,13.62
544,Dourbali,TD,2021-11-24 18:59:03,11.8091,15.8632,82.53,13,1,10.51
545,Jinchang,CN,2021-11-24 18:59:04,38.4953,102.1739,34.16,17,0,4.97
546,Burnie,AU,2021-11-24 18:59:05,-41.0667,145.9167,57.92,79,1,8.19
547,Alta Floresta,BR,2021-11-24 18:59:06,-9.8756,-56.0861,89.42,66,20,8.05
548,Nizhniy Tsasuchey,RU,2021-11-24 18:59:06,50.5167,115.1333,-0.02,94,99,1.59
549,Gravelbourg,CA,2021-11-24 18:59:06,49.8834,-106.5512,10.67,53,51,5.44
550,Yaransk,RU,2021-11-24 18:59:07,57.3033,47.8861,17.17,88,100,13.15
551,Titisee-Neustadt,DE,2021-11-24 18:59:07,47.9,8.1667,33.55,93,0,3.0
552,Portland,US,2021-11-24 18:55:34,45.5234,-122.6762,46.6,92,90,3.0
553,San Jeronimo,PE,2021-11-24 18:59:08,-11.9472,-75.2829,54.86,73,94,5.21
554,Chicama,PE,2021-11-24 18:59:08,-7.8447,-79.1469,64.94,61,67,11.1
555,Marck,FR,2021-11-24 18:59:08,50.949,1.9433,46.56,83,98,2.24
556,Mandalgovi,MN,2021-11-24 19:00:09,45.7625,106.2708,26.8,39,19,8.77
557,Zaraza,VE,2021-11-24 19:00:09,9.3503,-65.3245,87.3,58,100,3.65
558,Gat,IL,2021-11-24 19:00:10,31.61,34.7642,64.81,70,100,4.61
559,Flinders,AU,2021-11-24 19:00:10,-34.5833,150.8552,69.21,92,100,1.01
560,Dunmore Town,BS,2021-11-24 19:00:11,25.5,-76.65,71.29,65,100,21.12
561,Sorland,NO,2021-11-24 19:00:11,67.667,12.6934,35.46,55,100,28.23
562,Abu Samrah,SY,2021-11-24 19:00:12,35.3029,37.1841,60.66,54,12,4.83
563,Hambantota,LK,2021-11-24 19:00:12,6.1241,81.1185,75.54,100,40,1.14
564,Kunya,NG,2021-11-24 19:00:13,12.2233,8.5325,81.32,18,0,6.85
565,Lucea,JM,2021-11-24 19:00:14,18.451,-78.1736,85.86,69,77,16.42
566,Bilma,NE,2021-11-24 19:00:14,18.6853,12.9164,79.99,16,0,7.23
567,Zhob,PK,2021-11-24 19:00:15,31.3411,69.4481,54.77,35,0,1.45
568,Marabba,SD,2021-11-24 19:00:16,12.35,32.1833,83.08,17,0,9.82
569,Mangan,IN,2021-11-24 19:00:16,27.5167,88.5333,59.52,77,89,2.91
